epoch,dice_coef,learning_rate,loss,val_dice_coef,val_loss
51,0.9046923518180847,9.999999747378752e-05,0.1328096091747284,0.4731045365333557,4.574193477630615
52,0.9074253439903259,9.999999747378752e-05,0.1294531673192978,0.4753747284412384,4.07149076461792
53,0.9100074768066406,9.999999747378752e-05,0.12640196084976196,0.47231465578079224,4.713606834411621
54,0.9127823710441589,9.999999747378752e-05,0.12298241257667542,0.4797065556049347,4.81290340423584
55,0.9146842956542969,9.999999747378752e-05,0.12056253105401993,0.477373331785202,4.730087757110596
56,0.9165897369384766,9.999999747378752e-05,0.11820612102746964,0.4788467586040497,5.053147315979004
57,0.9178733229637146,9.999999747378752e-05,0.1171833798289299,0.47387734055519104,5.772340297698975
58,0.9214461445808411,9.999999747378752e-05,0.11222850531339645,0.4769417345523834,5.526427745819092
59,0.9244939088821411,9.999999747378752e-05,0.10730008035898209,0.4769231677055359,5.025888442993164
60,0.9262714385986328,9.999999747378752e-05,0.10584836453199387,0.47577765583992004,5.047329425811768
61,0.9279631972312927,9.999999747378752e-05,0.10389140993356705,0.4779210686683655,4.974183559417725
62,0.9305869936943054,9.999999747378752e-05,0.09997635334730148,0.48357564210891724,5.398039817810059
63,0.9311186075210571,9.999999747378752e-05,0.10030464082956314,0.4799019396305084,4.88602352142334
64,0.9324468374252319,9.999999747378752e-05,0.09863906353712082,0.48402926325798035,5.0670342445373535
65,0.9345998167991638,9.999999747378752e-05,0.09547444432973862,0.47980448603630066,5.0641188621521
66,0.9362730979919434,9.999999747378752e-05,0.09379758685827255,0.4759746789932251,5.195552349090576
67,0.9375492334365845,9.999999747378752e-05,0.0916372686624527,0.47959280014038086,4.977450370788574
68,0.9385530948638916,9.999999747378752e-05,0.09083428233861923,0.48486897349357605,4.710453987121582
69,0.9387274980545044,9.999999747378752e-05,0.0908704325556755,0.4841669797897339,6.17491340637207
70,0.9397913813591003,9.999999747378752e-05,0.08951513469219208,0.47905415296554565,4.822776794433594
71,0.9419509172439575,9.999999747378752e-05,0.08655449002981186,0.4849855899810791,4.571465015411377
72,0.9432731866836548,9.999999747378752e-05,0.08454473316669464,0.47962069511413574,5.130373001098633
73,0.9447296857833862,9.999999747378752e-05,0.08270598202943802,0.48497819900512695,5.352136135101318
74,0.9452494978904724,9.999999747378752e-05,0.0829935222864151,0.48652637004852295,5.476327419281006
75,0.9461802244186401,9.999999747378752e-05,0.08106309175491333,0.48122960329055786,5.06965970993042
76,0.9465728402137756,9.999999747378752e-05,0.08093217760324478,0.4837195873260498,4.72380256652832
77,0.9480487704277039,9.999999747378752e-05,0.07853548228740692,0.4861431121826172,5.29152774810791
78,0.9492430686950684,9.999999747378752e-05,0.07694897055625916,0.4857455790042877,5.512160778045654
79,0.9494669437408447,9.999999747378752e-05,0.07693572342395782,0.48631295561790466,4.705516815185547
80,0.9500007033348083,9.999999747378752e-05,0.07642345130443573,0.48591482639312744,5.664196968078613
81,0.9513943195343018,9.999999747378752e-05,0.0738942101597786,0.4859634041786194,5.710602760314941
82,0.9511061906814575,9.999999747378752e-05,0.07511380314826965,0.4841544032096863,4.964410781860352
83,0.9521445631980896,9.999999747378752e-05,0.07381397485733032,0.48225879669189453,5.226457118988037
84,0.9530631303787231,9.999999747378752e-05,0.07217656075954437,0.48497098684310913,5.908806800842285
85,0.9544056057929993,4.999999873689376e-05,0.0700199231505394,0.4855351150035858,5.5761823654174805
86,0.95550936460495,4.999999873689376e-05,0.06822637468576431,0.485193133354187,5.480484962463379
87,0.9558770060539246,4.999999873689376e-05,0.06782779842615128,0.4819908142089844,5.287854194641113
88,0.9563307762145996,4.999999873689376e-05,0.06705529242753983,0.4870705008506775,5.389733791351318
89,0.9566490054130554,4.999999873689376e-05,0.06695062667131424,0.4852464497089386,5.429354667663574
90,0.9569990038871765,4.999999873689376e-05,0.06650592386722565,0.48660242557525635,5.483726501464844
91,0.9578055143356323,4.999999873689376e-05,0.06507422775030136,0.4859353005886078,5.4169392585754395
92,0.957897424697876,4.999999873689376e-05,0.06482929736375809,0.4857730567455292,5.3056464195251465
93,0.9582710266113281,4.999999873689376e-05,0.06459208577871323,0.48642849922180176,5.335577011108398
94,0.9581944942474365,4.999999873689376e-05,0.06479498744010925,0.4862136244773865,5.872748851776123
95,0.9586753845214844,4.999999873689376e-05,0.06385914981365204,0.4873201847076416,5.749800682067871
96,0.9592098593711853,4.999999873689376e-05,0.06327962875366211,0.4855805039405823,5.570065021514893
